Temperature (C),Pressure (kPa),Density (g/ml),Volume (ml/g),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
22,35800,0.99958,1.0004,8.7754,10.352,44.287,40.509,81.202,753.73,-0.010138,121.4,0.12896,liquid
22,35867,0.99981,1.0002,8.7729,10.352,44.277,40.51,81.176,754.21,-0.010753,121.49,0.12902,liquid
22,35933,1,0.99995,8.7704,10.352,44.268,40.511,81.15,754.7,-0.011365,121.57,0.12908,liquid
22,36000,1.0003,0.99972,8.7679,10.352,44.258,40.512,81.124,755.18,-0.011975,121.66,0.12914,liquid
22,36067,1.0005,0.99948,8.7654,10.352,44.248,40.513,81.098,755.67,-0.012584,121.74,0.1292,liquid
22,36133,1.0008,0.99925,8.7629,10.352,44.239,40.514,81.072,756.15,-0.01319,121.83,0.12926,liquid
22,36200,1.001,0.99902,8.7604,10.352,44.229,40.515,81.046,756.63,-0.013795,121.91,0.12932,liquid
22,36267,1.0012,0.99878,8.7579,10.352,44.219,40.516,81.02,757.11,-0.014397,122,0.12938,liquid
22,36333,1.0014,0.99855,8.7554,10.352,44.21,40.517,80.994,757.59,-0.014998,122.08,0.12944,liquid
22,36400,1.0017,0.99832,8.753,10.352,44.2,40.518,80.969,758.07,-0.015597,122.17,0.12951,liquid
22,36467,1.0019,0.99809,8.7505,10.352,44.19,40.519,80.943,758.55,-0.016194,122.25,0.12957,liquid
22,36533,1.0021,0.99786,8.748,10.352,44.181,40.52,80.918,759.03,-0.016789,122.34,0.12963,liquid
22,36600,1.0024,0.99763,8.7455,10.352,44.171,40.521,80.892,759.51,-0.017383,122.42,0.12969,liquid
22,36667,1.0026,0.9974,8.7431,10.353,44.161,40.522,80.867,759.99,-0.017974,122.51,0.12975,liquid
22,36733,1.0028,0.99717,8.7406,10.353,44.152,40.523,80.842,760.47,-0.018564,122.59,0.12981,liquid
22,36800,1.0031,0.99694,8.7382,10.353,44.142,40.524,80.817,760.94,-0.019152,122.68,0.12987,liquid
22,36867,1.0033,0.99672,8.7357,10.353,44.133,40.525,80.791,761.42,-0.019737,122.76,0.12993,liquid
22,36933,1.0035,0.99649,8.7333,10.353,44.123,40.526,80.766,761.9,-0.020322,122.85,0.12999,liquid
22,37000,1.0038,0.99626,8.7308,10.353,44.114,40.527,80.742,762.37,-0.020904,122.93,0.13005,liquid
22,37067,1.004,0.99603,8.7284,10.353,44.104,40.528,80.717,762.84,-0.021485,123.01,0.13011,liquid
22,37133,1.0042,0.99581,8.726,10.353,44.095,40.529,80.692,763.32,-0.022063,123.1,0.13017,liquid
22,37200,1.0044,0.99558,8.7235,10.353,44.085,40.53,80.667,763.79,-0.02264,123.18,0.13023,liquid
22,37267,1.0047,0.99536,8.7211,10.354,44.076,40.531,80.643,764.26,-0.023216,123.27,0.13029,liquid
22,37333,1.0049,0.99513,8.7187,10.354,44.066,40.532,80.618,764.74,-0.023789,123.35,0.13035,liquid
22,37400,1.0051,0.99491,8.7162,10.354,44.057,40.533,80.594,765.21,-0.024361,123.44,0.13041,liquid
22,37467,1.0053,0.99468,8.7138,10.354,44.047,40.534,80.57,765.68,-0.024931,123.52,0.13047,liquid
22,37533,1.0056,0.99446,8.7114,10.354,44.038,40.535,80.545,766.15,-0.025499,123.6,0.13053,liquid
22,37600,1.0058,0.99424,8.709,10.354,44.028,40.536,80.521,766.62,-0.026066,123.69,0.13059,liquid
22,37667,1.006,0.99402,8.7066,10.354,44.019,40.537,80.497,767.09,-0.026631,123.77,0.13065,liquid
22,37733,1.0062,0.99379,8.7042,10.355,44.01,40.538,80.473,767.56,-0.027194,123.86,0.1307,liquid
22,37800,1.0065,0.99357,8.7018,10.355,44,40.539,80.449,768.03,-0.027755,123.94,0.13076,liquid
22,37867,1.0067,0.99335,8.6994,10.355,43.991,40.54,80.425,768.49,-0.028315,124.02,0.13082,liquid
22,37933,1.0069,0.99313,8.697,10.355,43.982,40.541,80.401,768.96,-0.028873,124.11,0.13088,liquid
22,38000,1.0071,0.99291,8.6946,10.355,43.972,40.542,80.378,769.43,-0.029429,124.19,0.13094,liquid
22,38067,1.0074,0.99269,8.6922,10.355,43.963,40.543,80.354,769.89,-0.029984,124.28,0.131,liquid
22,38133,1.0076,0.99247,8.6899,10.355,43.954,40.544,80.331,770.36,-0.030537,124.36,0.13106,liquid
22,38200,1.0078,0.99225,8.6875,10.356,43.944,40.545,80.307,770.82,-0.031089,124.44,0.13112,liquid
22,38267,1.008,0.99203,8.6851,10.356,43.935,40.546,80.284,771.29,-0.031638,124.53,0.13118,liquid
22,38333,1.0083,0.99181,8.6827,10.356,43.926,40.547,80.26,771.75,-0.032186,124.61,0.13124,liquid
22,38400,1.0085,0.9916,8.6804,10.356,43.916,40.548,80.237,772.22,-0.032733,124.69,0.1313,liquid
22,38467,1.0087,0.99138,8.678,10.356,43.907,40.549,80.214,772.68,-0.033278,124.78,0.13135,liquid
22,38533,1.0089,0.99116,8.6756,10.356,43.898,40.55,80.191,773.14,-0.033821,124.86,0.13141,liquid
22,38600,1.0091,0.99095,8.6733,10.357,43.889,40.551,80.168,773.6,-0.034363,124.94,0.13147,liquid
22,38667,1.0094,0.99073,8.6709,10.357,43.879,40.552,80.145,774.06,-0.034903,125.03,0.13153,liquid
22,38733,1.0096,0.99051,8.6686,10.357,43.87,40.554,80.122,774.52,-0.035441,125.11,0.13159,liquid
22,38800,1.0098,0.9903,8.6662,10.357,43.861,40.555,80.099,774.98,-0.035978,125.19,0.13165,liquid
22,38867,1.01,0.99008,8.6639,10.357,43.852,40.556,80.076,775.44,-0.036513,125.28,0.13171,liquid
22,38933,1.0102,0.98987,8.6615,10.358,43.843,40.557,80.053,775.9,-0.037047,125.36,0.13176,liquid
22,39000,1.0105,0.98966,8.6592,10.358,43.834,40.558,80.031,776.36,-0.037579,125.44,0.13182,liquid
22,39067,1.0107,0.98944,8.6569,10.358,43.824,40.559,80.008,776.82,-0.03811,125.52,0.13188,liquid
22,39133,1.0109,0.98923,8.6545,10.358,43.815,40.56,79.986,777.28,-0.038639,125.61,0.13194,liquid
22,39200,1.0111,0.98902,8.6522,10.358,43.806,40.561,79.963,777.73,-0.039167,125.69,0.132,liquid
22,39267,1.0113,0.9888,8.6499,10.359,43.797,40.562,79.941,778.19,-0.039693,125.77,0.13205,liquid
22,39333,1.0115,0.98859,8.6476,10.359,43.788,40.563,79.919,778.65,-0.040217,125.86,0.13211,liquid
22,39400,1.0118,0.98838,8.6452,10.359,43.779,40.564,79.897,779.1,-0.04074,125.94,0.13217,liquid
22,39467,1.012,0.98817,8.6429,10.359,43.77,40.565,79.874,779.56,-0.041261,126.02,0.13223,liquid
22,39533,1.0122,0.98796,8.6406,10.36,43.761,40.566,79.852,780.01,-0.041781,126.1,0.13229,liquid
22,39600,1.0124,0.98775,8.6383,10.36,43.752,40.567,79.83,780.46,-0.0423,126.19,0.13234,liquid
22,39667,1.0126,0.98754,8.636,10.36,43.743,40.568,79.808,780.92,-0.042817,126.27,0.1324,liquid
22,39733,1.0128,0.98733,8.6337,10.36,43.733,40.569,79.786,781.37,-0.043332,126.35,0.13246,liquid
22,39800,1.013,0.98712,8.6314,10.36,43.724,40.57,79.765,781.82,-0.043846,126.43,0.13252,liquid
22,39867,1.0133,0.98691,8.6291,10.361,43.715,40.572,79.743,782.27,-0.044359,126.51,0.13257,liquid
22,39933,1.0135,0.9867,8.6268,10.361,43.706,40.573,79.721,782.73,-0.04487,126.6,0.13263,liquid
22,40000,1.0137,0.9865,8.6245,10.361,43.697,40.574,79.7,783.18,-0.045379,126.68,0.13269,liquid
